id,name,wiki_url,last_update,age_groups,simple_description,clinical_description
DB09263,Patiromer,http://en.wikipedia.org/wiki/Patiromer,2022-05-02,,A medication used to treat a medical condition in which the blood potassium levels are higher than normal.,A potassium binder indicated for the treatment of hyperkalemia.
DB08849,Nipecotic acid,http://en.wikipedia.org/wiki/Nipecotic_acid,2021-03-26,,,
DB15873,Copper oxodotreotide Cu-64,,2021-03-04,['adult'],A diagnostic agent used to detect certain types of tumors.,A  Cu labeled somatostatin analog used in positron emission tomography to detect certain types of neuroendocrine tumors.
DB14157,Hydrogenated soybean lecithin,,2020-06-12,,,
DB04353,"Tert-butyl N-[(2S,5R)-6-[[(2S)-5-amino-1-[[(2S)-1-amino-1-oxo-3-phenylpropan-2-yl]amino]-1,5-dioxopentan-2-yl]amino]-5-benzyl-3,6-dioxo-1-phenylhexan-2-yl]carbamate",,2020-06-12,,,
DB04938,Ospemifene,http://en.wikipedia.org/wiki/Ospemifene,2022-05-02,['menopausal'],A medication used to treat painful sexual intercourse that is caused by an inflammatory condition of the vaginal walls in women during menopause.,"A non-hormonal estrogen receptor modulator (SERM) used to treat moderate to severe dyspareunia, a symptom of vulvar and vaginal atrophy, due to menopause."
DB13031,Niobium,http://en.wikipedia.org/wiki/Niobium,2020-06-12,,,
DB00253,Medrysone,http://en.wikipedia.org/wiki/Medrysone,2022-02-03,,A medication applied to the eyes to treat conditions that cause eye irritation and allergies.,A topical glucocorticoid applied ophthalmically for the treatment of various ocular inflammatory or allergic conditions.
DB12107,Vaborbactam,http://en.wikipedia.org/wiki/Vaborbactam,2021-10-09,,An antibiotic used to treat urinary tract infections.,A beta lactamase inhibitor used to treat complicated urinary tract infections.
DB04486,"(2s)-2,8-Diaminooctanoic Acid",,2020-06-12,,,
DB08710,"(5Z)-5-[(5-ethylfuran-2-yl)methylidene]-2-[[(S)-(4-fluorophenyl)-(2H-tetrazol-5-yl)methyl]amino]-1,3-thiazol-4-one",,2020-06-12,,,
DB05487,Custirsen,http://en.wikipedia.org/wiki/Custirsen,2021-02-21,,,
DB11518,Flunixin,http://en.wikipedia.org/wiki/Flunixin,2021-02-21,,,
DB11632,Opicapone,http://en.wikipedia.org/wiki/Opicapone,2021-02-21,['adult'],A medication used as part of treatment for Parkinson's Disease in adults.,A catechol-O-methyltransferase inhibitor used as an adjunct treatment for Parkinson's Disease in adults currently receiving levodopa and a dopa decarboxylase inhibitor.
DB06599,Lexatumumab,http://en.wikipedia.org/wiki/Lexatumumab,2021-02-21,,,
DB11993,PF-03463275,,2020-06-12,,,
DB16658,Imsidolimab,,2021-03-26,,,
DB05416,Cardarine,http://en.wikipedia.org/wiki/GW501516,2020-06-12,,,
DB00262,Carmustine,http://en.wikipedia.org/wiki/Carmustine,2022-05-02,,"A medication used to treat several types of cancer, including blood cancer and brain cancer.","An alkylating agent used in the treatment of various malignancies, including brain tumours and multiple myeloma, among others."
DB01731,(S)-wiskostatin,,2020-06-12,,,
DB14666,Oleoyl chloride,,2020-06-12,,,
DB16292,Perfluorodecalin,http://en.wikipedia.org/wiki/Perfluorodecalin,2020-12-20,,,
DB06584,TG4010,,2020-06-12,,,
DB02018,Amido Phenyl Pyruvic Acid,,2020-06-12,,,
DB06616,Bosutinib,http://en.wikipedia.org/wiki/Bosutinib,2022-05-02,['adult'],An anticancer medication used to treat a type of blood cancer.,"An antineoplastic agent used for the treatment of chronic, accelerated, or blast phase Philadelphia chromosome-positive (Ph+) chronic myelogenous leukemia (CML) in adults with inadequate clinical response to other treatments."
DB04707,Hydroxyfasudil,,2020-06-12,,,
DB12402,Pumosetrag,,2021-02-21,,,
DB01151,Desipramine,http://en.wikipedia.org/wiki/Desipramine,2022-05-02,,An medication used to treat depression.,A tricyclic antidepressant used in the treatment of depression.
DB04144,"Cis-[4,5-Bis-(4-Chlorophenyl)-2-(2-Isopropoxy-4-Methoxyphenyl)-4,5-Dihyd Roimidazol-1-Yl]-Piperazin-1-Yl-Methanone",,2020-06-12,,,
DB02503,4-(Carboxyvin-2-Yl)Phenylboronic Acid,,2020-07-02,,,
DB01395,Drospirenone,http://en.wikipedia.org/wiki/Drospirenone,2022-05-02,,A medication used in birth control pills.,A progestin used in oral contraceptive pills for the prevention of pregnancy and other conditions.
DB00527,Cinchocaine,http://en.wikipedia.org/wiki/Cinchocaine,2022-05-02,,A medication used to stop pain during procedures.,An anesthetic used for local or regional anesthesia.
DB10987,Carya laciniosa pollen,,2020-06-12,,An extract from Carya laciniosa pollen used in allergy testing.,An extract from Carya laciniosa pollen used in allergy testing.
DB08545,(1S)-1-Phenylethyl (4-acetamidobenzyl)phosphonate,,2020-06-12,,,
DB14042,Galcanezumab,http://en.wikipedia.org/wiki/Galcanezumab,2022-05-02,['adult'],A medication used to prevent migraines and treat cluster headaches.,A calcitonin-gene related peptide antagonist used to prevent migraines and treat cluster headaches.
DB16134,Denagliptin,,2021-02-21,,,
DB13641,Metisazone,http://en.wikipedia.org/wiki/Metisazone,2021-02-21,,,
DB08685,"1-(1,4-dimethyl-1,2,3,4-tetrahydroquinoxalin-6-yl)methanamine",,2020-06-12,,,
DB11788,Neuropeptide Y,http://en.wikipedia.org/wiki/Neuropeptide_Y,2020-06-12,,,
DB15236,Fucose,http://en.wikipedia.org/wiki/Fucose,2020-06-12,,,
DB08728,"5-(3-(2,6-dichloro-4-(4,5-dihydro-2-oxazolyl)phenoxy)propyl)-3-methyl isoxazole",,2020-06-12,,,
DB02226,"3,8-Diamino-6-Phenyl-5-[6-[1-[2-[(1,2,3,4-Tetrahydro-9-Acridinyl)Amino]Ethyl]-1h-1,2,3-Triazol-4-Yl]Hexyl]-Phenanthridinium",,2020-06-12,,,
DB10609,Bombyx mori fiber,,2020-06-12,,An extract from Bombyx mori fiber used in allergy testing.,An extract from Bombyx mori fiber used in allergy testing.
DB15249,MK-6325,,2020-06-12,,,
DB15819,Potassium aspartate,,2021-12-01,,A medication used to treat low levels of potassium in the blood.,A potassium supplement used to treat hypokalemia or hyperammonemia.
DB13490,Hidrosmin,http://en.wikipedia.org/wiki/Hidrosmin,2021-05-14,,An antioxidant used to treat symptoms such as swelling in the legs caused by the accumulation of blood in veins.,A synthetic bioflavonoid used for the short-term treatment of symptoms associated with chronic venous insufficiency.
DB00225,Gadodiamide,http://en.wikipedia.org/wiki/Gadodiamide,2022-05-02,,An injection that helps to diagnose problems during a magnetic resonance imaging  (MRI) scan by allowing abnormal tissues to be seen more clearly.,A gadolinium-based contrast agent used for the visualization of lesions with vascularity during magnetic resonance imaging (MRI) scans.
DB03033,4-methoxybenzenesulfinate,,2020-06-12,,,
DB05445,TA-NIC,http://en.wikipedia.org/wiki/TA-NIC,2020-06-12,,,
DB03047,L-Alpha-Phosphatidyl-Beta-Oleoyl-Gamma-Palmitoyl-Phosphatidylethanolamine,,2020-06-12,,,
DB04341,S-(3-Iodobenzyl)glutathione,,2020-06-12,,,
DB01462,Etonitazene,http://en.wikipedia.org/wiki/Etonitazene,2021-02-21,,,
DB13660,Propicillin,http://en.wikipedia.org/wiki/Propicillin,2021-02-21,,,
DB15375,Tozuleristide,,2021-02-21,,,
DB15323,Trelagliptin,http://en.wikipedia.org/wiki/Trelagliptin,2021-05-14,,A medication used to help control diabetes.,A dipeptidyl peptidase-4 inhibitor indicated in the control of diabetes mellitus.
DB03663,"1-[(2-Amino-6,9-Dihydro-1h-Purin-6-Yl)Oxy]-3-Methyl-2-Butanol",,2020-06-12,,,
DB16032,GW810781,,2020-12-20,,,
DB14564,Kale,http://en.wikipedia.org/wiki/Kale,2020-06-12,,,
DB08028,"BUT-3-ENYL-[5-(4-CHLORO-PHENYL)-3,6-DIHYDRO-[1,3,4]THIADIAZIN-2-YLIDENE]-AMINE",,2020-06-12,,,
DB13447,Prethcamide,http://en.wikipedia.org/wiki/Prethcamide,2020-06-12,,,
DB06274,Alvimopan,http://en.wikipedia.org/wiki/Alvimopan,2021-02-21,,A medication used to help the stomach and intestines heal after surgical procedures that involve removing parts of the bowel.,An opioid antagonist used to reduce healing time of the upper and lower gastrointestinal tract following surgical procedures that involve bowel resection with primary anastomosis.
DB16181,ISIS 2503,,2020-12-20,,,
DB14840,Ripretinib,http://en.wikipedia.org/wiki/Ripretinib,2022-05-02,,A chemotherapy medication used to treat a type of cancer in the gastrointestinal tract.,A kinase inhibitor used to treat advanced gastrointestinal stromal tumor (GIST).
DB06764,Tetryzoline,http://en.wikipedia.org/wiki/Tetryzoline,2022-05-02,,A medication used to reduce redness and discomfort in irritated eyes and reduce the feeling of stuffiness in the nose.,"An alpha-adrenergic agonist used in the temporary symptomatic relief of discomfort and redness of the eyes due to minor irritations, as well as alleviate nasal congestion."
DB06534,Thrombopoietin,http://en.wikipedia.org/wiki/Thrombopoietin,2020-06-12,,,
DB05399,Succinobucol,,2021-02-21,,,
DB01423,Stepronin,http://en.wikipedia.org/wiki/Stepronin,2020-06-12,,,
DB05339,MN-305,,2020-06-12,,,
DB10564,Rye,http://en.wikipedia.org/wiki/Rye,2020-06-12,,An extract from Rye used in allergy testing.,An extract from Rye used in allergy testing.
DB07145,(2R)-N-HYDROXY-2-[(3S)-3-METHYL-3-{4-[(2-METHYLQUINOLIN-4-YL)METHOXY]PHENYL}-2-OXOPYRROLIDIN-1-YL]PROPANAMIDE,,2020-06-12,,,
DB12584,Bimagrumab,http://en.wikipedia.org/wiki/Bimagrumab,2021-02-21,,,
DB15981,Josamycin propionate,,2021-02-21,,,
DB07003,"(2S)-2-methyl-2,3-dihydrothieno[2,3-f][1,4]oxazepin-5-amine",,2020-06-12,,,
DB04277,Fructose -6-Phosphate,,2020-06-12,,,
DB14752,Racephedrine,http://en.wikipedia.org/wiki/Ephedrine,2022-05-02,,,
DB10963,Phalaris minor pollen,,2020-06-12,,An extract from Phalaris minor pollen used in allergy testing.,An extract from Phalaris minor pollen used in allergy testing.
DB13382,Chlorproethazine,http://en.wikipedia.org/wiki/Chlorproethazine,2021-02-21,,,
DB07883,(2-AMINO-3-PHENYL-BICYCLO[2.2.1]HEPT-2-YL)-PHENYL-METHANONE,,2020-06-12,,,
DB07772,"(1R)-1-{[(4'-methoxy-1,1'-biphenyl-4-yl)sulfonyl]amino}-2-methylpropylphosphonic acid",,2020-06-12,,,
DB16047,9-ING-41,,2020-12-20,,,
DB00461,Nabumetone,http://en.wikipedia.org/wiki/Nabumetone,2022-05-02,,A painkiller used to treat some types of arthritis.,An NSAID used to treat osteoarthritis and rheumatoid arthritis.
DB04409,Naphthalene Trisulfonate,,2020-06-12,,,
DB04092,Apstatin,,2020-06-12,,,
DB07547,5-(4-CYANOPHENYL)-3-{[(2-METHYLPHENYL)SULFONYL]AMINO}THIOPHENE-2-CARBOXYLIC ACID,,2020-06-12,,,
DB08264,"(1R, 2S)-cis 1,2 dihydroxy-1,2-dihydronaphthalene",,2020-06-12,,,
DB08560,3-FLUORO-N-[1-(4-FLUOROPHENYL)-3-(2-THIENYL)-1H-PYRAZOL-5-YL]BENZENESULFONAMIDE,,2020-06-12,,,
DB11547,Sulfabromomethazine,,2020-06-12,,,
DB06981,(2S)-2-(1H-indol-3-yl)pentanoic acid,,2020-06-12,,,
DB02108,2-Aminoethanimidic Acid,,2020-06-12,,,
DB04861,Nebivolol,http://en.wikipedia.org/wiki/Nebivolol,2022-05-02,,A medication used to treat high blood pressure and heart failure.,A beta blocking agent used to treat hypertension and aid in the management of heart failure.
DB04706,7beta-hydroxycholesterol,,2020-06-12,,,
DB08333,4-HYDROXYBENZALDEHYDE O-(CYCLOHEXYLCARBONYL)OXIME,,2020-06-12,,,
DB16446,Vafidemstat,,2021-10-09,,,
DB00921,Buprenorphine,http://en.wikipedia.org/wiki/Buprenorphine,2022-05-02,,A very strong painkiller medication used to treat severe pain. Also used for the treatment of opioid addiction.,A partial opioid agonist used for management of severe pain that is not responsive to alternative treatments. Also used for maintenance treatment of opioid addiction.
DB13407,Nifenazone,http://en.wikipedia.org/wiki/Nifenazone,2021-02-21,,,
DB09372,Tannic acid,http://en.wikipedia.org/wiki/Tannic_acid,2021-02-21,,,
DB05093,AX200,,2020-06-12,,,
DB11147,Aluminum zirconium pentachlorohydrate,,2021-02-21,,,
DB02711,"4-{2,6,8-Trioxo-9-[(2S,3R,4R)-2,3,4,5-Tetrahydroxypentyl]-1,2,3,6,8,9-Hexahydro-7h-Purin-7-Yl}Butyl Dihydrogen Phosphate",,2020-08-01,,,
DB07449,N-[(1S)-1-(aminocarbonyl)-4-(ethanimidoylamino)butyl]benzamide,,2020-06-12,,,
DB08509,1-[6-(2-CHLORO-4-METHYXYPHENOXY)-HEXYL]-IMIDAZOLE,,2020-06-12,,,
DB02445,2-Deoxy-2-Amino Glucitol-6-Phosphate,,2020-07-02,,,
DB04537,Tryptophanamide,,2020-06-12,,,
DB05262,Oxypurinol,http://en.wikipedia.org/wiki/Oxipurinol,2021-02-21,,,
DB15823,Lactobacillus acidophilus,http://en.wikipedia.org/wiki/Lactobacillus_acidophilus,2020-09-13,,,
DB00205,Pyrimethamine,http://en.wikipedia.org/wiki/Pyrimethamine,2022-05-02,,A medication used to treat and prevent infections caused by parasites such as malaria.,An antiparasitic drug used in the prevention and treatment of toxoplasmosis and malaria.
DB13544,Ethenzamide,http://en.wikipedia.org/wiki/Ethenzamide,2021-09-28,,,
DB03848,Benzenesulfinic acid,,2020-06-12,,,
DB15226,Dasiglucagon,http://en.wikipedia.org/wiki/Dasiglucagon,2021-11-21,,A drug used to treat severe low blood sugar in children and adults with diabetes.,A glucagon analog used to treat severe hypoglycemia in pediatric and adult patients with diabetes.
DB15603,"Coffea arabica seed, roasted",,2020-06-12,,An extract from Coffea arabica seed (roasted) used in allergy testing.,An extract from Coffea arabica seed (roasted) used in allergy testing.
DB07889,"(2S)-1-(Dimethylamino)-3-(4-{[4-(2-methylimidazo[1,2-a]pyridin-3-yl)-2-pyrimidinyl]amino}phenoxy)-2-propanol",,2020-06-12,,,
DB01476,Haloxazolam,http://en.wikipedia.org/wiki/Haloxazolam,2021-02-21,,,
DB12876,GS-9256,,2020-06-12,,,
DB16653,Orticumab,http://en.wikipedia.org/wiki/Orticumab,2021-03-26,,,
DB14077,Magnesium stearate,http://en.wikipedia.org/wiki/Magnesium_stearate,2020-06-12,,,
DB08374,Phenylalanylmethylchloride,,2020-06-12,,,
DB14107,7-Aminodesacetoxycephalosporanic acid,,2020-06-12,,,
DB11654,T-2000,http://en.wikipedia.org/wiki/T2000,2020-06-12,,,
DB02841,[(2-Ethoxy-1-Naphthoyl)Amino]Methylboronic Acid,,2020-06-12,,,
DB16085,Aganepag isopropyl,,2021-02-21,,,
DB03602,S-benzylglutathione,,2020-06-12,,,
DB06777,Chenodeoxycholic acid,http://en.wikipedia.org/wiki/Chenodeoxycholic_acid,2021-02-21,,A medication used to treat a type of liver disease that damages the bile ducts.,A bile acid used for the treatment of primary biliary cirrhosis.
DB05501,AMD-070,,2020-06-12,,,
DB05431,MLN-977,,2020-06-12,,,
DB15105,PF-06751979,,2020-06-12,,,
DB05224,REP8839,,2020-06-12,,,
DB08044,ABT-341,,2020-06-12,,,
DB14800,GP-100 antigen,,2020-06-12,,,
DB15244,NM-404 I-131,,2020-06-12,,,
DB02600,Oseltamivir acid,,2020-08-01,,,
DB12146,Rigosertib,http://en.wikipedia.org/wiki/Rigosertib,2021-02-21,,,
DB09183,Dasabuvir,http://en.wikipedia.org/wiki/Dasabuvir,2022-05-02,,A medication used to treat hepatitis C virus infections.,A direct-acting antiviral agent used to treat specific hepatitis C virus (HCV) infections in combination with other antiviral agents.
DB15326,CXL-1020,,2020-06-12,,,
DB14210,Moexiprilat,,2021-02-21,,,
DB12996,Acteoside,http://en.wikipedia.org/wiki/Verbascoside,2020-06-12,,,
DB11573,Aluminum chlorohydrate,http://en.wikipedia.org/wiki/Aluminium_chlorohydrate,2022-05-02,,An ingredient in deodorants.,A compound used as an antiperspirant.
DB10317,Rubella virus vaccine,,2022-05-02,,A vaccine used to prevent Rubella.,A vaccine used to prevent Rubella.
DB15073,Ribose,http://en.wikipedia.org/wiki/Ribose,2020-06-12,,,
DB04470,CRA_10656,,2020-07-11,,,
DB01812,"Adenosine 3',5'-diphosphate",,2020-06-12,,,
DB12872,Vonicog alfa,http://en.wikipedia.org/wiki/Vonicog_alfa,2021-11-23,['adult'],,
DB12270,Losmapimod,http://en.wikipedia.org/wiki/Losmapimod,2021-02-21,,,
DB00188,Bortezomib,http://en.wikipedia.org/wiki/Bortezomib,2022-05-02,['adult'],"A medication used to treat multiple myeloma, a type of blood cancer.",A proteasome inhibitor used to treat multiple myeloma in patients who have not been successfully treated with at least two previous therapies.
DB12848,PF-04217903,,2020-06-12,,,
DB14258,Elm,http://en.wikipedia.org/wiki/Elm,2021-02-21,,,
DB03973,"3-[2,6,8-Trioxo-9-[(2R,3R,4R)-2,3,4,5-tetrahydroxypentyl]-3H-purin-7-yl]propyl dihydrogen phosphate",,2020-06-12,,,
DB14653,Clocortolone caproate,,2020-06-12,,,
DB02406,N-Valeric Acid,,2020-07-02,,,
DB07114,4-[(METHYLSULFONYL)AMINO]BENZOIC ACID,,2020-06-12,,,
DB06952,(2S)-2-HYDROXY-2H-CHROMENE-2-CARBOXYLIC ACID,,2020-06-12,,,
DB13315,Sobrerol,http://en.wikipedia.org/wiki/Sobrerol,2021-06-02,,A medication used to clear mucus from the lungs and throat in patients with long term lung or breathing disorders.,A mucolytic indicated in patients with chronic respiratory diseases.
DB15903,Chlormadinone acetate,http://en.wikipedia.org/wiki/Chlormadinone_acetate,2021-05-07,,An ingredient in some hormonal birth control products.,A progestin indicated in combination with an estrogen for birth control.
DB15256,Reldesemtiv,,2021-02-21,,,
DB12728,Fenpropidin,,2020-06-12,,,
DB07303,"N~3~-[3-(5-METHOXYPYRIDIN-3-YL)BENZYL]PYRIDINE-2,3-DIAMINE",,2020-06-12,,,
DB01024,Mycophenolic acid,http://en.wikipedia.org/wiki/Mycophenolic_acid,2022-05-02,['pediatric'],A medication used to prevent organ transplant rejections.,An immunosuppressant used to prevent organ transplant rejections.
DB12789,Dinoprost,http://en.wikipedia.org/wiki/Prostaglandin_F2alpha,2022-05-02,,A medication used to cause an abortion in the second trimester.,A medication used to induce a second trimester abortion.
DB03709,Bicine,http://en.wikipedia.org/wiki/Bicine,2020-06-12,,,
DB13536,Broxyquinoline,http://en.wikipedia.org/wiki/Broxyquinoline,2021-02-21,,,
DB11835,Indium In-111 pentetreotide,,2020-11-03,,,
DB08831,2-deoxyglucose,http://en.wikipedia.org/wiki/2-Deoxy-D-glucose,2020-06-12,,,
DB01073,Fludarabine,http://en.wikipedia.org/wiki/Fludarabine,2022-05-02,,A chemotherapy drug used to treat cancer.,A purine analog antimetabolite that inhibits DNA synthesis.
DB15508,"Influenza B virus B/Iowa/06/2017 antigen (MDCK cell derived, propiolactone inactivated)",,2020-06-12,,,
DB15128,Remtolumab,,2021-02-21,,,
DB11186,Pentoxyverine,http://en.wikipedia.org/wiki/Pentoxyverine,2021-06-16,,"A medication used to suppress a cough in the common cold, flu, bronchitis, and sinusitis.","A medication used to suppress a cough in the common cold, flu, bronchitis, and sinusitis."
DB14090,Dimethyl sulfone,http://en.wikipedia.org/wiki/Methylsulfonylmethane,2022-04-01,,,
DB08496,(R)-warfarin,,2020-07-11,,,
DB16099,Avalglucosidase alfa,http://en.wikipedia.org/wiki/Avalglucosidase_alfa,2021-12-07,,"A drug used to treat Pompe disease, a rare genetic disease caused by an enzyme deficiency.","A lysosomal glycogen-specific enzyme that is used to treat patients one year of age and older with late-onset Pompe disease, or lysosomal acid alpha-glucosidase (GAA) deficiency."
DB11336,Kinetin,http://en.wikipedia.org/wiki/Kinetin,2020-06-12,,,
DB13721,Cypermethrin,http://en.wikipedia.org/wiki/Cypermethrin,2021-05-22,,A medication used to treat parasitic skin diseases.,A medication used to treat parasitic skin diseases.
DB14503,"Sodium phosphate, monobasic, unspecified form",,2021-01-08,,A laxative used to clear the colon before a colonoscopy.,An osmotic laxative used to cleanse the colon before a colonoscopy.
DB16564,Mucopolysaccharide polysulphate,,2021-05-05,,A medication used to treat bruising and varicose veins.,An anti-inflammatory and anticoagulant indicated in the treatment of bruising and varicose veins.
DB12809,BK-MDA,,2020-06-12,,,
DB11225,Peg-100 stearate,,2020-10-06,,,
DB02404,1-Deoxy-1-Thio-Heptaethylene Glycol,,2020-07-02,,,
DB08253,NAM NAPTHYLAMINOALANINE,,2020-06-12,,,
DB05064,INCB13739,,2020-06-12,,,
DB08646,TRW3-(2-AMINO-3-HYDROXY-PROPYL)-6-(N'-CYCLOHEXYL-HYDRAZINO)OCTAHYDRO-INDOL-7-OL,,2020-06-12,,,
DB01332,Ceftizoxime,http://en.wikipedia.org/wiki/Ceftizoxime,2022-01-02,,An antibiotic medication used to treat bacterial infections in the body.,"A third-generation cephalosporin antibiotic used in the treatment of various bacterial infections, including lower respiratory tract infection, urinary tract infection, and gonorrhea."
DB08448,"(4aS)-5-[(2,4-diaminopteridin-6-yl)methyl]-4a,5-dihydro-2H-dibenzo[b,f]azepin-8-ol",,2020-06-12,,,
DB04824,Phenolphthalein,http://en.wikipedia.org/wiki/Phenolphthalein,2021-06-19,,A medication used to clear the intestines for medical procedures or to relieve constipation.,A drug used for symptomatic relief of constipation and bowel cleansing prior to medical procedures.
DB13021,123I-iodometomidate,,2020-06-12,,,
DB16451,AT-527,,2021-02-13,,,
DB15278,Marzeptacog alfa (activated),,2021-02-21,,,
DB00242,Cladribine,http://en.wikipedia.org/wiki/Cladribine,2022-05-02,['adult'],"A medication used to manage a disease called Multiple Sclerosis (or MS), which causes damage to the brain and spinal cord.","A purine antimetabolite used for the management of relapsing forms of Multiple Sclerosis (MS), used in patients who have not responded to or who were unable to tolerate alternative MS drugs."
DB12532,Oxetacaine,http://en.wikipedia.org/wiki/Oxetacaine,2021-05-27,,A antacid used to treat a number of digestive conditions including heartburn and ulcers.,"An antacid used to treat gastritis, peptic ulcer disease, heartburn, esophagitis, hiatus hernia, and anorexia."
DB00009,Alteplase,http://en.wikipedia.org/wiki/Alteplase,2022-05-02,,"An anticoagulant or ""blood thinner"" used in the emergency treatment of heart attack and stroke.","A recombinant form of human tissue plasminogen activator used in the emergency treatment of myocardial infarction, ischemic stroke, and pulmonary emboli."
DB01748,N-Benzyl-4-Sulfamoyl-Benzamide,,2020-06-12,,,
DB04484,L-phenylalaninol,,2020-06-12,,,
DB08931,Riociguat,http://en.wikipedia.org/wiki/Riociguat,2022-05-02,,A medication used to lower blood pressure in the arteries that connect the heart and lungs.,A stimulator of soluble guanylate cyclase indicated for the management of persistent or recurrent chronic thromboembolic pulmonary hypertension and pulmonary arterial hypertension.
DB10674,Horseradish,http://en.wikipedia.org/wiki/Horseradish,2020-06-12,,An extract from Horseradish used in allergy testing.,An extract from Horseradish used in allergy testing.
DB11599,"Starch, corn",,2020-06-12,,,
DB00285,Venlafaxine,http://en.wikipedia.org/wiki/Venlafaxine,2022-05-02,,A medication used to treat depression.,A selective serotonin and norepinephrine reuptake inhibitor (SNRI) used for the treatment of major depression.
DB06914,"1-({2-[2-(4-CHLOROPHENYL)ETHYL]-1,3-DIOXOLAN-2-YL}METHYL)-1H-IMIDAZOLE",,2020-06-12,,,
DB13214,Sulfadicramide,http://en.wikipedia.org/wiki/Sulfadicramide,2021-02-21,,,
DB14721,MK-1454,,2020-06-12,,,
DB16027,alpha-Hydroxylinoleic acid,,2020-12-20,,,
DB08467,"6-(2,3,4,5,6,7-HEXAHYDRO-2,4,4-TRIMETHYL-1-METYLENEINDEN-2-YL)-3-METHYLHEXA-2,4-DIENOIC ACID",,2020-06-12,,,
DB13365,Calcium lactate gluconate,http://en.wikipedia.org/wiki/Calcium_lactate_gluconate,2021-06-02,,A supplement to prevent low levels of calcium and to strengthen bones.,"A calcium salt indicated in the treatment of rickets, osteomalacia, and the treatment and prevention of calcium deficiency"
DB15871,Human Amniotic Fluid,,2020-09-22,,,
DB10731,Juniperus occidentalis pollen,,2020-06-12,,An extract from Juniperus occidentalis pollen used in allergy testing.,An extract from Juniperus occidentalis pollen used in allergy testing.
DB05036,Grn163l,,2020-06-12,,,
DB06251,Dersalazine,,2021-02-21,,,
DB13767,Vorozole,http://en.wikipedia.org/wiki/Vorozole,2021-02-21,,,
DB01544,Flunitrazepam,http://en.wikipedia.org/wiki/Flunitrazepam,2021-05-05,,A drug used to treat anxiety disorders and insomnia.,A benzodiazepine used to manage anxiety disorders and insomnia.
DB03277,alpha-maltotriose,,2020-06-12,,,
DB16221,Lonaprisan,http://en.wikipedia.org/wiki/Lonaprisan,2021-02-21,,,
DB14594,Influenza A virus A/Singapore/INFIMH-16-0019/2016 (H3N2) recombinant hemagglutinin antigen,,2020-06-12,,,
DB03211,(3-Formyl-but-3-Enyl)-Phosphonic Acid,,2020-06-12,,,
DB02576,F-Loop of Vitamin B12,,2020-08-01,,,
DB12967,Mitoguazone,http://en.wikipedia.org/wiki/Mitoguazone,2021-02-21,,,
DB15578,Desfesoterodine,http://en.wikipedia.org/wiki/Desfesoterodine,2021-05-14,['adult'],A medication used to treat an overactive bladder.,An antimuscarinic agent indicated in the symptomatic treatment of urinary frequency or incontinence.
DB15599,MIV-711,,2020-06-12,,,
DB14431,Influenza A virus A/Singapore/gp1908/2015 IVR-180 (H1N1) hemagglutinin antigen (propiolactone inactivated),,2020-06-12,,,
DB13066,Liarozole,http://en.wikipedia.org/wiki/Liarozole,2020-06-12,,,
DB13504,Cefetamet,http://en.wikipedia.org/wiki/Cefetamet,2021-02-21,,,
DB11305,Quaternium-18,,2020-10-06,,,
DB14320,Eucalyptus globulus leaf,,2020-06-12,,,
DB09413,Monopotassium phosphate,http://en.wikipedia.org/wiki/Monopotassium_phosphate,2022-05-02,,An ingredient used to provide nutrition and hydration to some patients in hospitals.,An ionic compound used for electrolyte replenishment and total parenteral nutrition (TPN) therapy.
DB05890,Veglin,,2020-06-12,,,
DB06457,Tecastemizole,,2021-02-21,,,
DB03677,N-Cyclohexyl-N'-Decylurea,,2020-06-12,,,
DB03216,"(1'R,2'S)-9-(2-Hydroxy-3'-Keto-Cyclopenten-1-yl)Adenine",,2020-06-12,,,
DB14078,Medronic acid,http://en.wikipedia.org/wiki/Medronic_acid,2021-02-21,,,
DB09382,Iodohippurate sodium I-131,,2020-06-12,,,
DB00474,Methohexital,http://en.wikipedia.org/wiki/Methohexital,2022-05-02,,A medication used to cause deep sedation.,An anesthetic used to induce deep sedation.
DB12792,Boscalid,,2020-06-12,,,
DB07452,"2,6-diamino-1,7-dihydro-8H-imidazo[4,5-g]quinazolin-8-one",,2020-06-12,,,
DB00160,Alanine,http://en.wikipedia.org/wiki/Alanine,2022-02-03,,A nutrient used to provide nutrition to some patients in hospitals and healthcare institutions.,An amino acid commonly found as a component of total parenteral nutrition.
DB09314,Technetium Tc-99m pertechnetate,http://en.wikipedia.org/wiki/Pertechnetate,2021-10-09,"['adult', 'pediatric']",A radioactive chemical used to help see organs during medical imaging tests.,"A radiocontrast agent used for the identification of various organs, including but not limited to the brain, thyroid, placenta, and bladder."
DB05817,Laromustine,,2021-02-21,,,
DB07479,"(1S)-1,2,3,4-TETRAHYDRO-BENZO[C]PHENANTHRENE-2,3,4-TRIOL",,2020-06-12,,,
DB14627,Oxyphenisatin acetate,,2021-02-21,,,
DB10697,Curvularia inaequalis,http://en.wikipedia.org/wiki/Curvularia_inaequalis,2020-06-12,,An extract from Curvularia inaequalis used in allergy testing.,An extract from Curvularia inaequalis used in allergy testing.
DB11639,Dibotermin alfa,http://en.wikipedia.org/wiki/Bone_morphogenetic_protein_2,2021-02-21,['adult'],,
DB14993,Pyrotinib,,2020-06-12,,,
DB14313,Lawsonia inermis leaf,,2020-06-12,,,
